index,filename,dimensions,format
53,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_alta1_n.dds,2048x2048,BC7_UNORM
54,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_g0001_n.dds,1024x1024,BC1_UNORM
54,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_g0001_n.dds,2048x2048,BC7_UNORM
55,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_g0002_n.dds,1024x1024,BC1_UNORM
55,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_g0002_n.dds,2048x2048,BC7_UNORM
56,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_gold1_n.dds,512x512,BC1_UNORM
56,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_gold1_n.dds,1024x1024,BC7_UNORM
57,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_mtl01_n.dds,512x512,BC1_UNORM
57,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_mtl01_n.dds,1024x1024,BC7_UNORM
58,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn01_n.dds,1024x1024,BC1_UNORM
58,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn01_n.dds,2048x2048,BC7_UNORM
59,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn02_n.dds,1024x1024,BC1_UNORM
59,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn02_n.dds,2048x2048,BC7_UNORM
60,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn03_n.dds,512x512,BC1_UNORM
60,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn03_n.dds,1024x1024,BC7_UNORM
61,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn04_n.dds,512x512,BC1_UNORM
61,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn04_n.dds,1024x1024,BC7_UNORM
62,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn05_n.dds,512x512,BC1_UNORM
62,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn05_n.dds,1024x1024,BC7_UNORM
63,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn06_n.dds,512x512,BC1_UNORM
63,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn06_n.dds,1024x1024,BC7_UNORM
64,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn07_n.dds,256x256,BC1_UNORM
64,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn07_n.dds,512x512,BC7_UNORM
65,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn08_n.dds,512x512,BC1_UNORM
65,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_stn08_n.dds,1024x1024,BC7_UNORM
66,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_zou1a_n.dds,1024x1024,BC1_UNORM
66,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_zou1a_n.dds,2048x2048,BC7_UNORM
67,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn01_n.dds,512x512,BC1_UNORM
67,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn01_n.dds,1024x1024,BC7_UNORM
68,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn02_n.dds,512x512,BC1_UNORM
68,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn02_n.dds,1024x1024,BC7_UNORM
69,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn03_n.dds,512x512,BC1_UNORM
69,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a2_stn03_n.dds,1024x1024,BC7_UNORM
70,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0001_n.dds,1024x1024,BC1_UNORM
70,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0001_n.dds,2048x2048,BC7_UNORM
71,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0002_n.dds,1024x1024,BC1_UNORM
71,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0002_n.dds,2048x2048,BC7_UNORM
72,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0003_n.dds,512x1024,BC1_UNORM
72,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_g0003_n.dds,1024x2048,BC7_UNORM
73,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_stn02_n.dds,512x512,BC1_UNORM
73,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a3_stn02_n.dds,1024x1024,BC7_UNORM
74,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn01_n.dds,512x512,BC1_UNORM
74,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn01_n.dds,1024x1024,BC7_UNORM
75,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn02_n.dds,1024x1024,BC1_UNORM
75,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn02_n.dds,2048x2048,BC7_UNORM
76,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn03_n.dds,256x256,BC1_UNORM
76,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\_r2d2_u0_stn03_n.dds,512x512,BC7_UNORM
77,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0002_n.dds,512x512,BC1_UNORM
77,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0002_n.dds,1024x1024,BC7_UNORM
78,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0003_n.dds,1024x1024,BC1_UNORM
78,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0003_n.dds,2048x2048,BC7_UNORM
79,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0005_n.dds,1024x1024,BC1_UNORM
79,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0005_n.dds,2048x2048,BC7_UNORM
80,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0006_n.dds,512x512,BC1_UNORM
80,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0006_n.dds,1024x1024,BC7_UNORM
81,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0007_n.dds,512x512,BC1_UNORM
81,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0007_n.dds,1024x1024,BC7_UNORM
82,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0008_n.dds,1024x512,BC1_UNORM
82,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_g0008_n.dds,2048x1024,BC7_UNORM
83,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_grs01_n.dds,1024x1024,BC1_UNORM
83,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_grs01_n.dds,2048x2048,BC7_UNORM
84,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min01_n.dds,1024x1024,BC1_UNORM
84,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min01_n.dds,2048x2048,BC7_UNORM
85,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min02_n.dds,1024x1024,BC1_UNORM
85,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min02_n.dds,2048x2048,BC7_UNORM
86,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min03_n.dds,1024x1024,BC1_UNORM
86,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_a0_min03_n.dds,2048x2048,BC7_UNORM
87,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_u0_g0003_n.dds,256x256,BC1_UNORM
87,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_u0_g0003_n.dds,512x512,BC7_UNORM
88,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v0_g0001_n.dds,256x512,BC1_UNORM
88,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v0_g0001_n.dds,512x1024,BC7_UNORM
89,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_bri01_n.dds,512x512,BC1_UNORM
