index,filename,dimensions,format
69,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0000_0a_d.dds,256x256,BC1_UNORM
70,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0001_0a_d.dds,512x512,BC1_UNORM
70,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0001_0a_d.dds,512x512,BC1_UNORM
71,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0001_0a_n.dds,512x512,BC1_UNORM
71,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0001_0a_n.dds,512x512,BC7_UNORM
72,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0a_d.dds,512x512,BC1_UNORM
72,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0a_d.dds,512x512,BC7_UNORM
73,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0b_d.dds,256x512,BC3_UNORM
73,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0b_d.dds,256x512,BC7_UNORM
74,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0c_d.dds,256x512,BC1_UNORM
74,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0c_d.dds,256x512,BC1_UNORM
75,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0c_n.dds,256x512,BC1_UNORM
75,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0c_n.dds,256x512,BC1_UNORM
76,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0d_d.dds,128x256,BC1_UNORM
76,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0d_d.dds,128x256,BC1_UNORM
77,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0d_n.dds,128x256,BC1_UNORM
77,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0002_0d_n.dds,128x256,BC7_UNORM
78,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0003_0a_d.dds,256x256,BC1_UNORM
78,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0003_0a_d.dds,256x256,BC1_UNORM
79,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0003_0a_n.dds,256x256,BC1_UNORM
79,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0003_0a_n.dds,256x256,BC1_UNORM
80,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0004_0a_d.dds,256x256,BC1_UNORM
80,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0004_0a_d.dds,256x256,BC1_UNORM
81,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0004_0a_n.dds,256x256,BC1_UNORM
81,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0004_0a_n.dds,256x256,BC1_UNORM
82,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0005_0a_d.dds,256x256,BC1_UNORM
82,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0005_0a_d.dds,256x256,BC1_UNORM
83,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0005_0a_n.dds,256x256,BC1_UNORM
83,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0005_0a_n.dds,256x256,BC1_UNORM
84,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0006_0a_d.dds,256x256,BC1_UNORM
84,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0006_0a_d.dds,256x256,BC1_UNORM
85,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0006_0a_n.dds,256x256,BC1_UNORM
85,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0006_0a_n.dds,256x256,BC7_UNORM
86,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0a_d.dds,256x256,BC1_UNORM
86,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0a_d.dds,256x256,BC1_UNORM
87,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0a_n.dds,256x256,BC1_UNORM
87,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0a_n.dds,256x256,BC1_UNORM
88,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0b_d.dds,256x256,BC1_UNORM
88,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0007_0b_d.dds,256x256,BC7_UNORM
89,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0008_0a_d.dds,256x256,BC1_UNORM
89,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0008_0a_d.dds,256x256,BC1_UNORM
90,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0008_0a_n.dds,256x256,BC1_UNORM
90,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_com0008_0a_n.dds,256x256,BC1_UNORM
91,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_emap1a_d.dds,512x512,BC1_UNORM
91,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_emap1a_d.dds,512x512,BC1_UNORM
92,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_emap1a_n.dds,512x512,BC1_UNORM
92,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_emap1a_n.dds,512x512,BC1_UNORM
93,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor1a_d.dds,512x512,BC1_UNORM
93,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor1a_d.dds,512x512,BC1_UNORM
94,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor1a_n.dds,512x512,BC1_UNORM
94,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor1a_n.dds,512x512,BC1_UNORM
95,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor2a_d.dds,512x512,BC1_UNORM
95,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor2a_d.dds,512x512,BC1_UNORM
96,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor2a_n.dds,512x512,BC1_UNORM
96,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor2a_n.dds,512x512,BC1_UNORM
97,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor3a_d.dds,512x512,BC1_UNORM
97,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor3a_d.dds,512x512,BC1_UNORM
98,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor3a_n.dds,512x512,BC1_UNORM
98,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor3a_n.dds,512x512,BC1_UNORM
99,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor4a_d.dds,512x512,BC1_UNORM
99,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor4a_d.dds,512x512,BC1_UNORM
100,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor4a_n.dds,512x512,BC1_UNORM
100,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor4a_n.dds,512x512,BC1_UNORM
101,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor5a_d.dds,512x512,BC1_UNORM
101,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor5a_d.dds,512x512,BC1_UNORM
102,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor5a_n.dds,512x512,BC1_UNORM
102,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_flor5a_n.dds,512x512,BC1_UNORM
103,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_flor5b_d.dds,512x512,BC1_UNORM
