Group ID,Filename,Folder,Size (KB),Dimensions,Match %

9124,v14_c0801e0023_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0023\texture,74,256 x 256,99

9125,v14_c0801e0029_top_a_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0029\texture,154,256 x 512,99

9125,v14_c0801e0029_top_a_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0029\texture,149,256 x 512,99

9126,v14_c0801e0029_top_a_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0029\texture,170,256 x 512,99

9126,v14_c0801e0029_top_a_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0029\texture,164,256 x 512,99

9127,v14_c0801e0030_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0030\texture,79,256 x 256,99

9127,v14_c0801e0030_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0030\texture,77,256 x 256,99

9128,v14_c0801e0030_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0030\texture,61,256 x 256,99

9128,v14_c0801e0030_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0030\texture,58,256 x 256,99

9128,v14_c0101e0030_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0030\texture,58,256 x 256,99

9129,v14_c0801e0035_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0035\texture,74,256 x 256,99

9129,v14_c0801e0035_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0035\texture,71,256 x 256,99

9130,v14_c0801e0035_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0035\texture,61,256 x 256,99

9130,v14_c0801e0035_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0035\texture,58,256 x 256,99

9131,v14_c0901e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0001\texture,37,128 x 256,99

9131,v14_c0901e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,35,128 x 256,99

9132,v14_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0001\texture,37,128 x 256,99

9132,v13_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,34,128 x 256,99

9132,v14_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,34,128 x 256,99

9132,v12_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,34,128 x 256,99

9132,v11_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,34,128 x 256,99

9132,v10_c0901e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,34,128 x 256,99

9133,v14_c0901e0007_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0007\texture,111,256 x 512,99

9133,v14_c0101e0007_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,105,256 x 512,99

9133,v14_c0901e0007_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,105,256 x 512,99

9134,v14_c0901e0015_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0015\texture,63,256 x 256,99

9134,v14_c0901e0015_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,59,256 x 256,99

9135,v14_c1101e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0001\texture,31,128 x 256,99

9135,v14_c1101e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,28,128 x 256,99

9136,v14_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0001\texture,30,128 x 256,99

9136,v13_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,27,128 x 256,99

9136,v14_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,27,128 x 256,99

9136,v12_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,27,128 x 256,99

9136,v11_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,27,128 x 256,99

9136,v10_c1101e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,27,128 x 256,99

9137,v14_c1101e0003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,68,256 x 256,99

9137,v13_c1101e0003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,64,256 x 256,99

9137,v14_c1101e0003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,64,256 x 256,99

9138,v14_c1101e0003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,67,256 x 256,99

9138,v14_c1101e0003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,64,256 x 256,99

9139,v14_c1101e0014_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0014\texture,171,256 x 512,99

9139,v14_c0101e0014_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0014\texture,165,256 x 512,99

9139,v14_c1101e0014_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0014\texture,164,256 x 512,99

9140,v14_c1101e0014_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0014\texture,141,256 x 512,99

9140,v14_c1101e0014_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0014\texture,135,256 x 512,99

9141,v14_c1101e0038_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0038\texture,17,128 x 256,99

9141,v14_c0101e0038_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0038\texture,15,128 x 256,99

9141,v14_c1101e0038_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0038\texture,15,128 x 256,99

9142,v14_c1201e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0001\texture,36,128 x 256,99

9142,v14_c1201e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,31,128 x 256,99

9143,v14_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0001\texture,34,128 x 256,99

9143,v13_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,30,128 x 256,99

9143,v14_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,30,128 x 256,99

9143,v12_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,30,128 x 256,99

9143,v11_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,30,128 x 256,99

9143,v10_c1201e0001_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,30,128 x 256,99

9144,v14_c1201e0001_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0001\texture,120,256 x 512,99

9144,v14_c1201e0001_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,114,256 x 512,99

9145,v14_c1201e0001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0001\texture,114,256 x 512,99

9145,v14_c1201e0001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,109,256 x 512,99

9146,v14_c1201e0010_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,183,256 x 512,99

9146,v14_c1201e0010_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,178,256 x 512,99

9147,v14_c1201e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,133,256 x 512,99

9147,v14_c1201e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,125,256 x 512,99

9148,v14_c1201e0015_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0015\texture,37,128 x 256,99

9148,v14_c0201e0015_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0015\texture,37,128 x 256,99

9149,v14_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0015\texture,29,128 x 256,99

9149,v07_c0201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v13_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v14_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v07_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v06_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v05_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v04_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9149,v03_c1201e0015_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0015\texture,26,128 x 256,99

9150,v14_c1201e0038_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0038\texture,26,128 x 256,99

9150,v14_c1201e0038_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0038\texture,25,128 x 256,99

9151,v14_w0101b0008_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\weapon\w0101\obj\body\b0008\texture,66,256 x 256,99

9151,v14_w0101b0008_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\weapon\w0101\obj\body\b0008\texture,77,256 x 256,99

9152,v14_w0101b0008_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\weapon\w0101\obj\body\b0008\texture,60,256 x 256,99

9152,v14_w0101b0008_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\weapon\w0101\obj\body\b0008\texture,68,256 x 256,99

9153,v14_w0801b0002_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\weapon\w0801\obj\body\b0002\texture,148,256 x 512,99

9153,v09_w0801b0002_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\weapon\w0801\obj\body\b0002\texture,174,256 x 512,99

9153,v14_w0801b0002_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\weapon\w0801\obj\body\b0002\texture,174,256 x 512,99

9154,v14_w0901b0001_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\weapon\w0901\obj\body\b0001\texture,60,256 x 256,99

9154,v14_w0901b0001_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\weapon\w0901\obj\body\b0001\texture,72,256 x 256,99

9155,v14_w0901b0001_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\weapon\w0901\obj\body\b0001\texture,51,256 x 256,99

9155,v14_w0901b0001_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\weapon\w0901\obj\body\b0001\texture,57,256 x 256,99

9156,v14_w1001b0001_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\weapon\w1001\obj\body\b0001\texture,162,256 x 512,99

9156,v14_w1001b0001_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\weapon\w1001\obj\body\b0001\texture,190,256 x 512,99

9157,v14_w1001b0001_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\weapon\w1001\obj\body\b0001\texture,159,256 x 512,99

9157,v14_w1001b0001_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\weapon\w1001\obj\body\b0001\texture,180,256 x 512,99

9158,v15_c0101e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0001\texture,41,128 x 256,99

9158,v15_c0101e0001_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,40,128 x 256,99

9159,v15_c0101e0002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,46,256 x 256,99

9159,v15_c0101e0002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,45,256 x 256,99

9160,v15_c0101e0002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0002\texture,30,256 x 256,99

9160,v15_c0101e0002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0002\texture,29,256 x 256,99

9161,v15_c0101e0003_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,45,128 x 256,99

9161,v15_c0101e0003_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,43,128 x 256,99

9162,v15_c0101e0003_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,41,128 x 256,99

9162,v15_c0101e0003_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,39,128 x 256,99

9163,v15_c0101e0004_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,43,128 x 256,99

9163,v15_c0101e0004_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,41,128 x 256,99

9164,v15_c0101e0004_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,35,128 x 256,99

9164,v15_c0101e0004_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,32,128 x 256,99

9165,v15_c0101e0004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,39,256 x 128,99

9165,v15_c0101e0004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,38,256 x 128,99

9166,v15_c0101e0004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,40,256 x 128,99

9166,v15_c0101e0004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,39,256 x 128,99

9167,v15_c0101e0004_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,45,256 x 128,99

9167,v15_c0101e0004_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,43,256 x 128,99

9168,v15_c0101e0004_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,32,256 x 128,99

9168,v15_c0101e0004_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,28,256 x 128,99

9169,v15_c0101e0004_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,170,256 x 512,99

9169,v15_c0101e0004_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,158,256 x 512,99

9170,v15_c0101e0004_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,141,256 x 512,99

9170,v15_c0101e0004_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,135,256 x 512,99

9171,v15_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,49,256 x 256,99

9171,v15_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,46,256 x 256,99

9171,v12_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,39,256 x 256,99

9172,v15_c0101e0005_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0005\texture,42,256 x 256,99

9172,v15_c0101e0005_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0005\texture,38,256 x 256,99

9173,v15_c0101e0007_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0007\texture,60,256 x 256,99

9173,v15_c0101e0007_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0007\texture,56,256 x 256,99

9174,v15_c0101e0007_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0007\texture,51,256 x 256,99

9174,v15_c0101e0007_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,49,256 x 256,99

9175,v15_c0101e0008_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0008\texture,33,128 x 256,99

9175,v15_c0101e0008_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0008\texture,31,128 x 256,99

9176,v15_c0101e0009_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,32,128 x 256,99

9176,v15_c0101e0009_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,30,128 x 256,99

9177,v15_c0101e0009_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,34,128 x 256,99

9177,v15_c0101e0009_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,33,128 x 256,99

9178,v15_c0101e0009_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,79,256 x 256,99

9178,v15_c0101e0009_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,78,256 x 256,99

9179,v15_c0101e0009_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,63,256 x 256,99

9179,v15_c0101e0009_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,62,256 x 256,99

9180,v15_c0101e0009_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,138,256 x 512,99

9180,v15_c0101e0009_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,134,256 x 512,99

9181,v15_c0101e0009_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,100,256 x 512,99

9181,v15_c0101e0009_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,83,256 x 512,99

9182,v15_c0101e0010_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,43,256 x 128,99

9182,v15_c0101e0010_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,39,256 x 128,99

9183,v15_c0101e0010_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,42,256 x 128,99

9183,v15_c0101e0010_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,40,256 x 128,99

9184,v15_c0101e0010_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,81,256 x 256,99

9184,v15_c0101e0010_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,78,256 x 256,99

9185,v15_c0101e0010_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,69,256 x 256,99

9185,v15_c0101e0010_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,65,256 x 256,99

9186,v15_c0101e0010_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,77,256 x 256,99

9186,v15_c0101e0010_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,75,256 x 256,99

9187,v15_c0101e0010_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,71,256 x 256,99

